mean_intensity,std_intensity,elongation_ratio,compactness,label
-15.826440393134767,2.9785896863624055,1.2270450254368859,3.900713015644723,0
-16.091190318537443,2.586622304977641,1.687764928934115,3.016266865402255,1
-13.992435255418341,3.008741915012882,1.3245230796624015,3.5206675666218366,0
-15.928863146671754,3.494500874085113,1.689917264858713,3.8006513726938738,1
-15.386736862493336,2.7722260308945352,1.4436933477599063,3.685901702869855,1
-15.081147879346105,3.0341974537058984,1.620234679643633,2.90030048848962,1
-14.030876090659856,2.0601637871187237,1.6468125984489794,3.6573508171447866,1
-15.2778835493577,3.0002963863191567,1.3558605019025252,2.5599471797453557,1
-15.13101905961566,3.2259466549437406,1.48092731380732,3.7871553903930497,1
-15.679014276364686,2.3561644740762495,1.4897355268514965,3.456773834012818,0
-14.727348701372708,3.3064536856191284,1.5856347728529712,4.103456166139583,1
-15.5471266261633,3.2216767809474742,1.2725753390782508,3.35032676733412,0
-14.033424692602882,3.4476780446540682,1.301975992373764,4.403623570846478,1
-15.00171021047673,2.428624019995626,1.5969934008633502,4.154001935848591,0
-15.049510953035357,2.798234171345351,1.432068947690933,3.367205093453757,0
-15.79770179237187,2.8044702681477425,1.2694098059946035,3.6899021778049232,0
-14.451274134975964,2.8952410657008585,1.3519143120716919,4.02666729914365,0
-14.327737538803206,2.8559146199582446,1.3121548238787348,4.361897391013955,1
-13.955414459562446,2.380313583055913,1.4177956391843398,2.311517320996243,0
-15.891468667862952,3.1497270633910337,1.580561336882663,3.503223640292662,0
-14.001465685573333,2.072318058290834,1.690869673688527,3.313815921445741,1
-13.952027851433025,3.526309695022612,1.291231908779573,2.724089679816453,0
-14.785320602034187,2.585164851580762,1.313949160784769,2.914579929852573,0
-15.709084005286309,3.4261745627367874,1.352249317390632,4.055948640890139,0
-15.314598333600486,2.31912905348348,1.234263299838572,4.088381749328237,0
-14.329644364056236,2.265724684171079,1.5770503808904657,4.17623057929622,1
-13.611190760112663,2.2273488740145426,1.2783111942734184,2.315125749956284,0
-14.30371109674663,2.6062104824765493,1.4308132646252956,3.8351867711271694,1
-13.829858274731375,3.4088881001764317,1.5160121745228246,2.9093582781960814,0
-14.480237268016388,3.3473248923131926,1.5251942954864375,3.7362461524529884,0
-15.420132259710062,2.786358993858272,1.4377905340744692,3.2935337177183386,0
-15.03661408900812,3.302406920769888,1.3823364840147074,2.7238392387954558,1
-14.61549439821906,2.6582864659870356,1.3587926068297134,3.194405081009671,0
-14.381313214613492,3.5470458234249804,1.2973929186305198,4.154069089592613,0
-14.209623314442016,2.6089360011003007,1.3654196406101407,2.5437721866738947,0
-13.51465159694708,3.1927587847740684,1.42311336694801,3.7613010204784922,0
-14.90220015546125,3.301877441780033,1.4818959422535436,3.5311920571585005,1
-15.422781190845486,2.3730714088814446,1.5468579946416119,3.9135544337708916,1
-15.68384672939002,2.776567465077067,1.3351465996579335,3.2012538624183615,1
-15.028604746824136,2.873040433933796,1.295017652349731,3.04650358325868,0
-14.667217443961798,2.1973515276908895,1.5863299858728355,4.318065041331282,1
-16.416992228021584,2.1178677457325312,1.4587693104806385,2.7654315080861207,1
-14.364037266576052,2.738416784672052,1.3988924297612708,4.241499802545023,1
-15.7583088758832,2.875556404387278,1.5024653315580985,2.995143048477964,0
-15.777188919709959,3.332905630745212,1.251085393454094,3.952135260505057,0
-15.940903534884159,3.162957250664899,1.4428376144355124,3.39339482542814,0
-15.56174264410585,3.235007336230999,1.2803734754636227,3.371655368946162,0
-15.415719795223918,3.010017871906766,1.5520316350245833,3.601754738094388,0
-14.219091635958272,2.3159932835085,1.5491866334253932,3.763120440185041,1
-15.849331524276097,3.6016540402082717,1.3406490748958537,2.5028416568984326,0
-13.943464203715804,2.8356073804731445,1.4670199597165883,2.491070627669336,0
-16.001143872677137,3.020342363646937,1.3288793635916705,2.5613050044116124,1
-14.044929780824035,3.2631170466144646,1.214464152209905,2.906256711890657,0
-15.188535425249324,2.749692302307097,1.3584690766437022,3.690934413379724,0
